lat_depart,lon_depart,lat_destination,lon_destination,distance_km
36.847347,10.198374,36.802983,10.17414,6.768
36.842654,10.133318,34.345148,10.553178,313.929
37.272915,9.869865,34.344482,10.553169,367.995
36.469093,8.78937,36.879323,10.337674,156.898
36.565404,10.672837,36.182518,9.554447,118.778
34.377332,8.829102,36.04846,10.504845,249.646
37.275935,9.867572,36.512007,10.505298,112.211
36.809846,10.182663,36.182864,9.565643,94.908
36.812877,10.224704,36.861601,10.141877,12.643
36.843097,10.086853,36.877218,10.10504,5.264
36.047561,10.503011,36.890362,10.18782,102.668
36.832598,10.159387,34.351346,10.54973,292.922
36.40797,10.704493,36.858329,10.13853,83.492
36.875109,10.193822,36.556478,10.673418,69.531
34.926857,8.126802,36.470519,8.787556,194.073
36.405227,10.700829,36.885609,10.187517,78.106
32.933364,10.455647,36.807488,10.18102,497.654
36.883544,10.151726,36.859758,10.140865,3.395
33.876575,10.101291,36.509192,10.506136,330.305
36.843792,10.132988,36.835539,10.229026,12.017
34.927465,8.125423,32.924185,10.451106,351.862
36.893584,10.191939,36.359654,9.179615,115.045
36.799583,10.175822,34.735896,10.762055,250.938
33.121403,9.049972,34.355235,10.551087,208.528
34.374428,8.826706,36.511593,10.505513,323.893
36.854751,10.196136,36.842032,10.092195,12.366
36.824746,10.155085,37.274322,9.861095,66.1
36.812004,10.181472,35.502683,11.038487,181.857
35.673789,10.899255,36.84446,10.134944,171.899
36.789981,10.171373,36.846618,10.088064,11.975
33.318368,9.8829,36.7949,10.170345,455.427
36.831305,10.212525,36.835403,10.16759,5.381
36.795491,10.591999,36.798114,10.183242,41.685
36.879177,10.157846,33.877942,10.098412,369.874
36.841946,10.087442,33.317828,9.879504,464.394
36.837238,10.166108,35.275988,10.952709,193.703
36.800353,10.207276,33.880301,10.095325,389.856
36.876485,10.201085,35.673357,10.900152,162.845
36.808685,10.177843,36.759995,10.229695,9.727
35.928328,10.574359,36.854123,10.195211,123.046
36.838292,10.137143,35.923786,10.575052,121.784
36.475536,8.779707,36.405657,10.703116,181.521
36.475168,8.787928,36.66117,9.091411,42.15
35.674242,9.103399,36.845753,10.091381,167.407
36.805872,10.207262,36.818052,10.226647,3.129
33.318649,9.880085,35.933373,10.583389,338.26
36.800532,10.590608,36.804353,10.182091,42.025
34.735278,10.756681,36.796849,10.586825,235.792
36.843282,10.084954,35.671979,10.898265,164.723
36.053181,10.506584,34.74022,10.75758,176.028
36.790965,10.173532,36.84476,10.087378,13.704
36.872473,10.337798,34.432563,10.074457,297.286
36.660164,9.084764,36.797055,10.208648,111.71
36.865032,10.218017,33.877526,10.097788,372.754
36.805794,10.182761,34.370773,8.832288,354.308
36.832067,10.157652,36.802014,10.174846,4.757
36.829871,10.227448,35.281067,10.944906,206.084
36.401817,10.699949,36.851176,10.197014,77.691
36.923875,10.274953,36.176265,9.557034,121.652
36.550138,10.670032,36.925109,10.275395,67.662
36.645686,10.736709,32.934054,10.44765,470.691
36.47634,8.783357,36.873855,10.344819,174.86
36.858725,10.136766,36.924184,10.275487,20.13
34.736638,10.758327,36.790383,10.172169,260.851
36.80622,10.206954,34.745988,10.763245,270.194
36.929122,10.272895,36.873791,10.337093,10.403
36.404218,10.698767,36.832862,10.226249,74.915
36.81604,10.228697,36.815441,10.153853,8.761
36.476415,8.791346,36.810131,10.183898,147.721
35.923309,10.573947,36.734115,10.73543,100.201
36.737017,10.252946,36.842957,10.194204,18.406
36.848779,10.19789,36.821441,10.164622,5.524
36.561236,10.672968,36.795606,10.588937,32.782
36.88715,10.186165,36.66571,9.08724,110.991
36.872718,10.335252,36.731373,10.254773,19.732
36.819395,10.228608,36.734323,10.252862,12.349
35.501459,11.046552,32.935358,10.451314,322.527
36.786931,10.176866,36.65663,9.086899,110.844
36.790168,10.172738,36.832414,10.157608,5.87
36.864728,10.223329,34.43531,10.07137,318.312
36.874289,10.101343,36.406852,10.698437,87.041
35.931498,10.57643,36.78409,10.173865,107.355
36.561515,10.675357,37.272865,9.864346,121.692
36.659697,9.086724,36.847125,10.091186,107.537
35.676013,9.102461,35.673195,10.895568,172.678
36.836878,10.226705,36.882564,10.156839,9.934
36.892831,10.189344,36.814539,10.177935,12.036
36.879958,10.192634,36.825992,10.160415,8.379
35.679799,9.112973,36.562561,10.669659,200.659
36.887397,10.191344,36.650425,10.741306,61.313
36.894146,10.193557,36.871531,10.107485,10.771
36.928632,10.275464,36.879179,10.152304,15.038
35.674206,9.10909,37.27467,9.864228,209.64
36.888301,10.193676,35.926766,10.572668,119.562
36.801459,10.174494,36.566778,10.676731,65.433
36.830851,10.16055,36.829042,10.154761,0.835
33.317525,9.882856,36.826413,10.213522,444.101
33.883061,10.100635,36.862894,10.141096,366.531
34.923916,8.128685,36.408883,10.703563,313.93
36.87548,10.34246,36.82863,10.223323,14.848
36.886804,10.188761,36.802842,10.170026,12.812
36.884749,10.345942,36.865783,10.220295,14.757
36.404936,10.704204,36.045758,10.505913,49.693
36.804891,10.593915,36.657364,9.088094,156.795
36.18004,9.555188,36.851419,10.195851,110.74
36.183545,9.558195,34.735864,10.763892,218.878
36.821744,10.161564,32.935203,10.450102,472.626
33.121406,9.052907,36.760535,10.231762,507.037
36.560626,10.673001,36.850392,10.193139,57.679
36.835563,10.159711,36.728646,10.741247,59.42
34.347712,10.55155,36.470975,8.783379,304.217
36.655463,10.738591,34.737503,10.755173,243.285
36.817162,10.230576,36.554563,10.673088,55.619
34.370834,8.831571,35.673175,9.104604,165.816
36.814998,10.180605,36.873556,10.107379,12.376
36.876434,10.190435,36.793965,10.596203,47.526
36.85145,10.199862,36.730592,10.735787,53.481
35.502285,11.041698,36.65235,10.736872,154.471
36.878972,10.098775,36.858822,10.143681,6.141
36.819526,10.160386,36.655716,10.744905,66.694
33.120783,9.051256,36.837132,10.22888,485.112
36.844356,10.135444,33.322481,9.881838,441.437
36.356114,9.179013,36.737576,10.255136,122.777
36.876679,10.1979,35.49972,11.038331,181.841
36.814225,10.167528,33.882027,10.098768,361.914
36.511036,10.506786,36.178188,9.554649,109.427
36.814532,10.168488,34.739395,10.756206,274.839
36.559277,10.672321,36.757719,10.228355,49.845
35.501388,11.046988,36.177366,9.561521,175.578
34.346438,10.552424,36.879008,10.338128,324.913
32.9282,10.455752,37.279153,9.858731,514.203
36.82814,10.210247,36.873889,10.33957,17.082
35.926883,10.577162,36.406639,10.699213,66.304
36.648423,10.734552,36.737194,10.252028,53.048
34.74528,10.762451,36.831253,10.205693,250.484
35.675783,10.898593,36.798655,10.174287,159.505
36.65537,10.7352,36.509285,10.506403,32.895
36.649183,10.737035,34.431522,10.069639,280.741
36.854489,10.193536,35.92395,10.577957,127.65
36.818803,10.169381,36.812073,10.228534,6.972
35.674559,9.103041,36.66024,9.086992,112.704
36.187317,9.560751,36.875632,10.196016,103.832
36.470815,8.784481,33.118137,9.047516,414.406
36.79053,10.17048,36.805705,10.179887,2.869
36.736057,10.256247,36.052105,10.504438,90.225
36.833335,10.159302,36.799501,10.170693,5.103
36.861375,10.14482,36.928389,10.273994,17.082
36.732475,10.255947,34.372536,8.83696,329.493
34.427947,10.071432,34.920653,8.130735,213.875
36.863495,10.138041,33.879778,10.095705,350.433
34.374877,8.833309,36.826775,10.207766,330.806
36.656056,10.734629,36.830841,10.211606,56.646
37.27667,9.865935,34.349623,10.552098,393.632
36.505444,10.506144,36.807046,10.182903,50.594
36.806642,10.18226,36.87639,10.107445,13.916
36.840601,10.134548,36.801905,10.592408,49.74
36.876203,10.101769,36.85062,10.197095,12.162
36.406542,10.701456,33.88052,10.103954,310.279
36.788781,10.172095,36.841643,10.130428,9.601
36.354081,9.179494,36.76011,10.220998,116.461
34.435092,10.081266,36.648964,10.741773,297.606
36.82529,10.15976,36.815109,10.229553,8.002
36.83001,10.21473,36.846404,10.085526,15.535
35.927636,10.578081,36.829941,10.160263,121.638
36.508758,10.51293,36.863,10.225387,52.395
36.848692,10.139435,36.886929,10.186524,8.322
35.679488,9.105886,36.925352,10.275088,189.314
36.847172,10.085771,35.932001,10.571862,117.753
36.667209,9.091169,36.806397,10.18154,113.497
36.831877,10.208284,36.848324,10.085645,13.373
36.871779,10.190271,34.376985,8.832344,352.448
36.359127,9.183727,36.812275,10.181177,115.471
37.276749,9.865139,36.823324,10.169891,68.8
36.732599,10.740892,34.926289,8.127734,334.707
36.873159,10.101496,36.84751,10.091609,3.866
33.120146,9.054849,36.893636,10.187998,470.423
36.816062,10.224997,36.838247,10.095135,14.603
35.506288,11.043924,36.80868,10.177588,191.41
36.802133,10.17594,33.882125,10.100772,374.551
36.40432,10.703464,36.797255,10.588122,53.741
34.377024,8.835393,33.316399,9.880808,176.299
36.843116,10.135117,36.882935,10.155853,5.915
36.507555,10.503443,34.735977,10.762365,210.882
34.347556,10.554546,36.796983,10.204856,317.398
35.670218,9.102748,35.281534,10.948993,199.711
36.406237,10.708818,36.836581,10.22975,71.825
36.801216,10.172428,36.868295,10.220344,11.061
36.559832,10.676888,36.889991,10.1839,67.689
36.807339,10.179262,32.935359,10.45285,472.849
36.660748,9.089718,36.507378,10.504828,134.809
35.927632,10.572871,36.821101,10.15595,121.451
36.472731,8.785148,34.378377,8.828518,267.791
36.865688,10.221283,36.807859,10.182405,8.927
34.366535,8.830917,36.790327,10.178894,357.81
36.886444,10.151144,36.662525,9.088184,107.746
34.741059,10.755194,35.928134,10.577872,161.094
36.841585,10.13125,36.876488,10.336357,22.47
36.64697,10.734521,33.121705,9.050163,479.999
36.867281,10.221902,36.893113,10.189669,5.81
36.798833,10.205883,36.860673,10.145759,11.441
36.664158,9.087684,36.871713,10.224133,110.474
36.36015,9.182508,36.80082,10.174603,118.242
36.867009,10.222175,33.320801,9.882913,457.719
36.800722,10.207886,36.812906,10.23106,3.378
33.880857,10.09951,36.665504,9.090819,378.135
36.851374,10.191706,36.929904,10.276229,14.658
36.821414,10.165155,33.883996,10.098593,367.612
36.400738,10.703279,36.816297,10.229358,78.936
36.845293,10.08741,36.873052,10.334848,26.012
36.884991,10.154964,36.803179,10.177164,11.578
32.934216,10.451884,36.789931,10.17741,493.685
36.805747,10.179812,34.924425,8.127884,310.275
36.848349,10.192466,34.347135,10.554968,305.823
35.504302,11.043519,34.926744,8.12357,314.539
36.807064,10.178727,34.92068,8.125046,326.929
34.925122,8.128378,35.504234,11.048259,305.903
36.471517,8.787102,36.560191,10.675759,180.127
36.659447,10.741462,36.869109,10.225701,62.287
36.729458,10.250016,36.403853,10.695711,60.13
35.926213,10.574252,36.80518,10.204533,113.636
36.799841,10.590173,36.850714,10.197598,39.917
36.874988,10.339578,36.845954,10.084285,24.902
36.860886,10.13426,36.803887,10.199143,11.219
35.676047,9.108508,35.283149,10.951328,205.927
36.796071,10.593288,36.806173,10.177609,43.76
36.802153,10.169311,35.281748,10.947507,190.472
36.82251,10.216071,35.928751,10.574833,120.821
34.347101,10.550918,36.72531,10.738064,278.334
33.313947,9.876182,36.759944,10.221978,435.804
36.820156,10.170264,35.670886,10.900259,159.758
37.272416,9.865875,36.884683,10.193189,59.469
36.471334,8.780284,35.928612,10.576002,197.121
33.320124,9.881648,35.675401,10.898552,319.224
36.870564,10.191695,32.930252,10.451081,504.136
36.360539,9.183888,36.761038,10.225507,118.682
36.648657,10.735867,35.676469,10.897699,122.255
36.834784,10.227031,34.374882,8.827243,327.155
36.922674,10.268709,36.756534,10.226246,22.922
36.80416,10.174037,35.676485,10.90173,154.708
35.671903,10.896468,37.273875,9.866063,232.496
36.871918,10.197114,36.804937,10.171267,10.426
36.564467,10.67302,36.185604,9.554477,115.984
35.677812,9.107845,36.856116,10.139588,184.894
36.88003,10.112656,37.279371,9.864051,55.221
36.82366,10.161326,36.360414,9.186232,111.919
36.880697,10.156952,36.87289,10.196141,4.744
36.825539,10.207263,34.349299,10.55311,312.927
36.816972,10.223824,35.932158,10.570429,118.397
36.808946,10.178515,36.799431,10.59169,44.37
35.66911,9.110754,36.849652,10.193112,178.972
34.370205,8.835538,36.804343,10.186853,348.765
36.726456,10.742704,36.844397,10.087391,72.789
36.867804,10.196376,36.873118,10.339902,16.531
36.833785,10.225932,36.509234,10.503049,53.313
35.930822,10.580431,36.806815,10.182484,106.401
34.373904,8.83373,36.857059,10.140673,355.191
36.402747,10.70223,34.376299,8.830164,313.436
35.674635,10.894859,36.868943,10.220164,172.263
36.925287,10.271392,36.727632,10.741057,52.97
36.848596,10.135369,36.819555,10.152749,4.239
33.885212,10.097115,36.857412,10.141343,356.64
36.660529,9.08198,33.879887,10.098839,363.773
34.370528,8.827714,36.04957,10.506369,262.591
36.835505,10.157216,33.317467,9.875854,417.887
36.880385,10.101801,36.407312,10.698156,90.687
36.88419,10.181405,36.806315,10.184619,10.761
36.861108,10.137483,35.926958,10.570552,125.43
36.795209,10.171734,33.122308,9.044833,441.168
36.843704,10.095445,36.868155,10.218099,14.876
36.870957,10.197909,36.726145,10.742948,57.941
34.742009,10.757278,36.665652,9.084044,299.204
36.879308,10.341099,36.506957,10.505423,52.916
36.872722,10.340103,32.933763,10.449163,484.215
36.837777,10.13533,36.875889,10.197814,8.281
36.878497,10.109449,36.836916,10.135333,6.333
36.827611,10.163437,36.357382,9.183557,108.819
36.819159,10.162112,33.319271,9.882031,439.361
33.121034,9.052138,33.879461,10.097041,146.827
34.739439,10.755998,36.659709,9.092345,304.998
36.798001,10.587199,33.123573,9.046971,447.148
36.8436,10.086016,36.929397,10.277503,22.728
36.834558,10.154846,35.673219,10.895477,157.627
36.835929,10.229163,36.831634,10.211605,2.392
36.82513,10.156183,36.836929,10.161155,2.066
36.177851,9.555697,36.814927,10.234148,104.629
36.845953,10.127967,35.672068,10.898399,158.6
36.930454,10.273904,36.834477,10.210077,17.034
36.801772,10.17305,36.793202,10.588646,40.676
36.730507,10.737821,36.661659,9.087306,153.7
34.740828,10.757537,34.372904,8.829663,202.474
36.842388,10.087861,36.806892,10.167402,10.304
34.374243,8.83377,32.933323,10.450439,246.253
36.183368,9.554811,36.81525,10.183573,108.143
36.818922,10.227177,36.179076,9.554648,106.965
34.352014,10.547305,36.8056,10.175238,305.683
36.18424,9.556666,37.27216,9.869308,143.553
35.920398,10.57171,36.888684,10.187612,127.88
36.814805,10.227072,36.35545,9.186715,118.982
36.054057,10.506448,34.351219,10.556863,224.72
36.880776,10.155117,36.876947,10.10482,5.641
35.676861,9.108545,36.404845,10.70143,181.371
36.797203,10.587853,36.864737,10.222004,35.856
34.426907,10.069205,34.343957,10.55033,52.197
36.835005,10.224765,36.728444,10.733963,56.132
37.277601,9.867529,36.79081,10.174039,73.701
36.049001,10.506013,36.562786,10.671891,73.263
36.181947,9.55798,36.820257,10.233036,102.382
36.873351,10.342296,36.864069,10.141224,21.028
37.269918,9.858704,36.665338,9.08964,104.348
36.354446,9.183383,35.283648,10.949109,226.784
36.840911,10.092641,36.818631,10.226612,15.998
36.830033,10.213022,36.87462,10.10709,14.179
34.433718,10.071647,36.832086,10.206848,295.347
36.050419,10.507015,36.832986,10.154544,105.878
36.861854,10.139708,36.807881,10.178873,9.46
36.043776,10.501434,36.472886,8.779647,188.822
36.357328,9.182903,36.821732,10.169337,111.499
36.757314,10.224458,34.744861,10.761997,247.1
33.123829,9.053625,37.273604,9.859011,537.614
36.407149,10.696752,36.508961,10.51031,24.802
36.822975,10.155787,33.31892,9.87998,463.882
37.277979,9.862527,36.724982,10.733973,111.494
36.844441,10.134443,36.892002,10.194081,9.088
36.507725,10.508213,36.786515,10.173449,50.37
32.930564,10.449316,36.664506,9.089178,469.768
34.346326,10.557028,36.79989,10.171638,314.575
36.737237,10.254478,36.556784,10.675876,46.67
36.926603,10.277471,36.801988,10.176916,20.035
36.880454,10.105247,36.805873,10.182177,14.328
36.852213,10.192065,36.822421,10.15459,5.961
36.807773,10.178885,36.561062,10.67092,58.629
36.868728,10.337363,33.322723,9.888517,430.825
36.880519,10.150464,36.930084,10.272635,14.904
36.830682,10.205727,36.872621,10.218162,5.884
32.931854,10.451524,36.851051,10.190313,482.868
35.670773,10.898737,36.181495,9.556226,152.242
36.808291,10.176589,36.885997,10.187612,10.833
36.816584,10.226527,34.744372,10.762641,258.966
36.797345,10.172603,36.808456,10.183758,2.4
36.832137,10.164981,36.804885,10.203699,6.269
36.82017,10.164627,36.053778,10.506015,99.974
36.875226,10.19878,33.880688,10.095954,397.183
36.800675,10.208803,36.757974,10.22748,6.739
36.842288,10.223023,36.872322,10.105913,13.408
36.81547,10.225574,36.875236,10.339373,15.736
34.350124,10.550459,36.879045,10.156267,310.447
35.930686,10.56792,34.374272,8.833268,273.188
36.811528,10.182792,36.356847,9.180567,113.957
36.840565,10.135118,33.880243,10.097017,364.665
36.64948,10.744235,36.877053,10.338549,48.673
36.801981,10.179056,35.28219,10.950798,202.686
36.649034,10.736599,36.469066,8.787953,201.607
36.842693,10.089991,36.662713,9.08733,101.718
34.349818,10.555112,36.820222,10.156625,328.18
36.798199,10.197946,36.872916,10.221276,10.522
36.726226,10.73484,36.850766,10.191127,63.756
36.8479,10.198182,36.806407,10.179244,6.619
36.652011,10.741878,35.925106,10.57827,95.272
34.921216,8.125713,36.730336,10.73544,346.564
36.507984,10.5068,36.841574,10.089778,57.751
34.432802,10.069971,36.857691,10.141373,290.191
36.470355,8.781661,36.9261,10.276191,152.895
36.837706,10.089499,36.835092,10.160443,8.759
35.678195,9.106179,34.434498,10.070653,194.566
36.925343,10.272898,37.271903,9.865243,60.065
35.283828,10.954007,36.841561,10.139795,205.241
35.282374,10.952937,36.884566,10.156272,223.113
36.180522,9.554846,36.802309,10.202647,105.186
36.87967,10.107433,36.791049,10.171843,14.042
36.819151,10.157308,36.815277,10.176715,2.624
36.471062,8.786716,36.841725,10.129928,141.032
36.84184,10.090312,35.675549,10.894104,171.746
36.874656,10.332878,36.817675,10.165093,18.024
36.828803,10.210772,33.315441,9.883783,425.618
35.920906,10.568989,34.371381,8.832216,263.071
36.730785,10.251748,34.376929,8.830716,333.468
36.845589,10.091475,36.802513,10.164833,9.885
32.927563,10.448007,36.052821,10.505957,400.85
36.801866,10.203559,36.475955,8.784832,135.75
34.921254,8.123611,35.673033,9.10307,145.873
36.832133,10.159753,36.795009,10.584485,42.254
34.428833,10.073784,36.510394,10.506711,246.185
36.763217,10.225896,36.872184,10.196399,16.348
36.869185,10.220545,36.858786,10.145513,9.284
35.501451,11.040777,36.731548,10.736323,150.354
36.81825,10.2301,36.05511,10.503233,106.043
35.925319,10.567671,35.669257,10.894012,51.074
36.659132,9.087974,36.82347,10.156255,103.448
36.726374,10.732868,36.819613,10.157464,62.462
35.673297,10.898944,36.405979,10.699255,91.805
33.319769,9.885841,33.121036,9.054531,92.422
36.868212,10.222223,36.875791,10.340155,14.677
33.119274,9.048509,36.8056,10.208547,457.617
36.651669,10.735641,36.847438,10.199878,64.932
35.505088,11.046653,36.794986,10.588789,167.397
36.556292,10.674508,36.354999,9.182953,151.087
36.785404,10.173702,36.834486,10.210238,7.912
34.374248,8.829526,34.347808,10.554369,184.249
36.731223,10.254438,36.798039,10.586141,35.24
